,to,from,year,decision,text
654,fiji,"101.6 Move on speedily to the ratification and/or application of human rights instruments and optional protocols, particularly the Optional Protocol to ",2014,reject,"101.6 Move on speedily to the ratification and/or application of human rights instruments and optional protocols, particularly the Optional Protocol to "
655,fiji,Denmark,2014,reject,"101.7 Consider ratifying OP-CAT, as well (Denmark); "
656,fiji,Portugal,2014,reject,101.8 Ratify the Optional Protocol to CEDAW (Portugal); 
657,fiji,Portugal,2014,reject,101.9 Accede to the international treaties on human rights and ratify OP-CRC-IC (Portugal); 
658,fiji,Estonia,2014,reject,101.10 Establish a Constitutional Commission to conduct a comprehensive review of the 2013 Constitution and carry out national consultations to ensure that the Constitution is reflective of the will of the people (Estonia);  
659,fiji,Namibia,2014,reject,"101.11 Consider establishing a Constitutional Commission to conduct a comprehensive review of the Constitution, thereby ensuring that it is reflective of the will and aspirations of the citizens of Fiji, seeing that this might help to bring about a more stable political structure (Namibia); "
660,fiji,Mexico,2014,reject,"101.12 Establish, in consultation with civil society, a mechanism to develop and harmonize a legislative framework derived from the new Constitution and in accordance with international human rights standards (Mexico); "
661,fiji,Estonia,2014,reject,101.13 Fully align its national legislation with the Rome Statute of the International Criminal Court and ratify the Agreement on Privileges and Immunities of the Court (Estonia); 
662,fiji,Slovenia,2014,reject,101.14 Consider ensuring that the issue of violence against women be considered by the Human Rights and Anti-Discrimination Commission as one of its priorities (Slovenia); 
663,fiji,Belgium,2014,reject,101.15 Extend a standing invitation to special procedures to allow them easy access in visiting Fiji and thus assist the authorities in pursuing progress (Belgium); 
664,fiji,Chile,2014,reject,101.16 Extend an open and standing invitation to the United Nations special procedures mandate holders (Chile); 
665,fiji,Costa Rica,2014,reject,101.17 Extend a standing invitation to the special procedures of the Human Rights Council and coordinate in the shortest possible terms the requested visits (Costa Rica); 
666,fiji,Ghana,2014,reject,101.18 Issue standing invitations to all special procedures (Ghana); 
667,fiji,Portugal,2014,reject,101.19 Extend a standing invitation to the special procedures of the Human Rights Council (Portugal); 
668,fiji,Slovenia,2014,reject,101.20 Respond to the numerous requests for visits issued by the special procedures and extend a standing invitation to the special procedures as soon as possible (Slovenia);  
669,fiji,Montenegro,2014,reject,101.21 Extend a standing invitation to all United Nations Human Rights Council special procedures and receive those that have requested to visit (Montenegro); 
670,fiji,Norway,2014,reject,"101.22 Issue a standing invitation to all Human Rights Council thematic special procedures, and facilitate requested visits and respond promptly and substantially to the communications transmitted to Fiji by the special procedures mandate holders (Norway); "
671,fiji,Uruguay,2014,reject,"101.23 Accept visits from and provide full cooperation to the special procedures of the Human Rights Council, in order for them to fulfil their mandates and pursuant to commitments of the Government (Uruguay); "
672,fiji,New Zealand,2014,reject,"101.24 Accept outstanding requests from special mandate holders, including that of the Special Rapporteur on the independence of judges and lawyers, to visit Fiji (New Zealand); "
673,fiji,Israel,2014,reject,"101.25 Welcome the visit of the Special Rapporteur on the independence of judges and lawyers, in order to provide expertise and assistance in the process of maintaining an independent judiciary (Israel); "
674,fiji,Solomon Islands,2014,reject,101.26 Facilitate a visit of the Special Rapporteur on the independence of judges and lawyers prior to the third review of Fiji under the UPR (Solomon Islands); 
675,fiji,Switzerland,2014,reject,"101.27 Extend a standing invitation to United Nations special procedures mandate holders and initiate without delay cooperation with the Special Rapporteur on torture and other cruel, inhuman or degrading treatment or punishment (Switzerland); "
676,fiji,Denmark,2014,reject,101.28 Respond favourably to the request of the Special Rapporteur on the question of torture to visit the country (Denmark); 
677,fiji,Norway,2014,reject,101.29 Facilitate a visit by the Special Rapporteur on the situation of human rights defenders (Norway); 
678,fiji,Solomon Islands,2014,reject,"101.30 Strengthen existing mechanisms in the current social, political and economic structures of the Fijian society to safeguard the rights of ethnic minorities (Solomon Islands); "
679,fiji,Canada,2014,reject,"101.31 Amend the legislative and constitutional framework to maintain the separation of powers and cease any executive interference with the independence of the judiciary and lawyers, and ensure that the processes governing the qualification and discipline of lawyers and judges are free from political interference (Canada); "
680,fiji,Australia,2014,reject,101.32 Conclude the Tripartite Memorandum of Understanding on the future of labour relations in Fiji (Australia); 
681,fiji,Belgium,2014,reject,101.33 Take the necessary measures to amend existing legislation in order to bring possible restrictions to freedom of expression or assembly in line with international human rights norms and standards (Belgium); 
682,fiji,Switzerland,2014,reject,"101.34 Amend the Constitution as well as national legislation to ensure that the rights to freedoms of expression, assembly and association be guaranteed without restrictions other than those provided for within the framework of international law (Switzerland); "
683,fiji,United States of America,2014,reject,"101.35 Ensure respect for freedoms of expression, peaceful assembly, and association by amending aspects of decrees such as the Public Order Act Amendment Decree, the Political Parties Decree, and the Media Industry Development Decree, that unduly restrict fundamental freedoms (United States of America); "
684,fiji,Republic of Korea,2014,reject,"101.36 Favourably consider revising the Public Order Amendment Decree and the Media Industry Development Decree in a way that fully ensures the rights to freedoms of association, assembly, press and expression (Republic of Korea); "
685,fiji,United Kingdom of Great Britain and Northern Ireland,2014,reject,"101.37 Review and amend or repeal as necessary all decrees limiting freedom of expression and association, particularly the Media, Essential National Industries and Public Order Decrees (United Kingdom of Great Britain and Northern Ireland); "
