,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
6969,569978798906716161,neutral,1.0,,,,carlos2316,,6,“@JetBlue: Our fleet's on fleek. http://t.co/LSYbgLF59j” let's keep it professional,,2015-02-23 13:55:10 -0800,BWI,Eastern Time (US & Canada)
6970,569978537953902592,positive,1.0,,,,sixfortheroad,,0,"@JetBlue We had 2 great flights into and out of the Bahamas, even during the bad weather in the northeast, thanks for the great service!!!",,2015-02-23 13:54:07 -0800,,Atlantic Time (Canada)
6971,569977974176378880,neutral,1.0,,,,todayfeelsgood,,0,"OMGee!!! @JetBlue #OnFleek Why @JetBlue Why?!? 😭😁😆😵 How many people even know what that means, lol?",,2015-02-23 13:51:53 -0800,"Honolulu, Hawaii",Hawaii
6972,569977517945126912,neutral,0.6909,,,,BritishAirNews,,0,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/fW3cy8HGdJ,,2015-02-23 13:50:04 -0800,UK,Sydney
6973,569977008077148161,negative,0.3707,Customer Service Issue,0.3707,,BKWIL,,0,@JetBlue received a voucher but if you want to improve relations be up front with passengers.,,2015-02-23 13:48:03 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
6974,569973084398100480,neutral,1.0,,,,Invxsxble_Bxlly,,0,“@JetBlue: Our fleet's on fleek. http://t.co/aJM3BhJVaa” #foh,,2015-02-23 13:32:27 -0800,"Slum Village, NY",Quito
6975,569968565513625600,positive,1.0,,,,Juliacsk,,0,@JetBlue: So excited to hear about your move towards international travel from Long Beach Airport!,,2015-02-23 13:14:30 -0800,Los Angeles,Pacific Time (US & Canada)
6976,569968197224439809,neutral,0.6598,,0.0,,BKWIL,,0,@JetBlue two rows,,2015-02-23 13:13:02 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
6977,569968117037707264,neutral,1.0,,,,makzaynugget,,0,“@JetBlue: Our fleet's on fleek. http://t.co/tEjrN09tfw” NOOOOOOOOOOOOOOOOOO,,2015-02-23 13:12:43 -0800,usually home,Melbourne
6978,569968023592943616,neutral,1.0,,,,DavidAlfieWard,,0,"@JetBlue hi guys, do you have a general enquires email address please? Thanks David.",,2015-02-23 13:12:20 -0800,London UK & USA,
6979,569967910417866752,positive,0.6973,,,,DoubleBox,,0,@JetBlue Thanks so much for talking to me! The article about #Twitter chats came out great! http://t.co/rKorHvR9z1 #contentmarketing,,2015-02-23 13:11:53 -0800,"Austin, TX",Central Time (US & Canada)
6980,569967834203189248,negative,1.0,Late Flight,1.0,,BKWIL,,0,@JetBlue three hours on s delayed flight staring a blank screen. At least a heads up so you could download a movie,,2015-02-23 13:11:35 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
6981,569967159549534208,negative,1.0,Can't Tell,1.0,,TB12FAN,,0,@jetblue I hate you for this 😒 https://t.co/g4WwR6VBRQ,,2015-02-23 13:08:54 -0800,MichaelKay Ward DeLa Hoya HHH,
6982,569966440381595648,neutral,0.6675,,0.0,,blaaksuedepumps,,0,HA! “@JetBlue: Our fleet's on fleek. http://t.co/zQuTUS7epW”,,2015-02-23 13:06:03 -0800,Bey-Land. Eagle Nation.,Eastern Time (US & Canada)
6983,569966215621246976,negative,1.0,Bad Flight,0.6429,,BKWIL,,0,@JetBlue you really should be more proactive with passengers when you know the entertainment system isn't working. At least let me get a mag,,2015-02-23 13:05:09 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
6984,569965774498095105,neutral,1.0,,,,geeseNquackers,,0,@JetBlue hi I flew with your airline once in Australia and saw zero kangaroos. Had this been rectified,,2015-02-23 13:03:24 -0800,Glasgow,
6985,569964286954618880,neutral,1.0,,,,TylerNarducci_,,0,No they didn't -.- “@JetBlue: Our fleet's on fleek. http://t.co/58B7swRpmq”,,2015-02-23 12:57:30 -0800,Miami Beach FL,Eastern Time (US & Canada)
6986,569963701987450880,neutral,0.6915,,0.0,,jerome_marie,,0,😂😂😂 “@JetBlue: Our fleet's on fleek. http://t.co/BBaONx9txD”,,2015-02-23 12:55:10 -0800,at Lil Kim's House ,Central Time (US & Canada)
6987,569963064495366145,neutral,1.0,,,,heyheyman,,0,@JetBlue How do I know if my flight was deemed a dark flight?,,2015-02-23 12:52:38 -0800,"Boston, MA",Eastern Time (US & Canada)
6988,569962605671919616,neutral,1.0,,,,iGoAtNecks,,0,Bruh “@JetBlue: Our fleet's on fleek. http://t.co/W9BQiw0aou”,,2015-02-23 12:50:49 -0800,New Orleans ,Mountain Time (US & Canada)
6989,569962417876131840,neutral,1.0,,,,BritishAirNews,,0,"@JetBlue CEO battles to appease passengers, investors - Toledo Blade http://t.co/R4xJXQRX1z",,2015-02-23 12:50:04 -0800,UK,Sydney
6990,569962078791979009,neutral,0.6739,,0.0,,heyheyman,,0,@JetBlue How can I check that? I do not believe I was given a credit for that automatically. :/,,2015-02-23 12:48:43 -0800,"Boston, MA",Eastern Time (US & Canada)
6991,569961886046760961,neutral,0.6479,,,,TorriNichelle,,0,“@JetBlue: Our fleet's on fleek. http://t.co/HovuAIsG16” WTF 😂😂😂😂,,2015-02-23 12:47:57 -0800,instagram:Torrinichelle,Pacific Time (US & Canada)
6992,569961785509478400,neutral,1.0,,,,soulfullypoetic,,0,"Lol, k. “@JetBlue: Our fleet's on fleek. http://t.co/IUX94Rgc83”",,2015-02-23 12:47:33 -0800,"Wherever the bacon is, USA",Quito
6993,569961511440879616,neutral,1.0,,,,Kameo_12,,0,“@JetBlue: Our fleet's on fleek. http://t.co/XX5QSCjlL1” @BrandsSayingBae #Freberg15,,2015-02-23 12:46:28 -0800,"Cadiz/Louisville, Kentucky",Mountain Time (US & Canada)
6994,569961185107431425,negative,0.6912,Late Flight,0.3456,,fash_geek,,0,"Noooo don't do it, please don't do it 😩RT @JetBlue: Our fleet's on fleek. http://t.co/lsxJI0oUvR”",,2015-02-23 12:45:10 -0800,,Quito
6995,569961170389618688,neutral,0.3488,,0.0,,Alovepoet,,0,“@JetBlue: Our fleet's on fleek. http://t.co/pr3OeBC2N2” lol wut?,,2015-02-23 12:45:07 -0800,CA/NJ,Pacific Time (US & Canada)
6996,569960833884803072,neutral,0.6771,,0.0,,NaijaMane,,0,............. RT @JetBlue: Our fleet's on fleek. http://t.co/X7iLzqdwe2,,2015-02-23 12:43:46 -0800,Flexin in Zamunda,Central Time (US & Canada)
6997,569960635376766976,neutral,0.7065,,,,10Eshaa,,0,“@JetBlue: Our fleet's on fleek. http://t.co/4LlWi5oxvO” lmfaooooo hook me up with a flight!,,2015-02-23 12:42:59 -0800,St. John's ,Eastern Time (US & Canada)
6998,569960497312768000,neutral,0.6744,,,,Bergyonce,,0,“@JetBlue: Our fleet's on fleek. http://t.co/FVYzjLDTON” 🚶🚶🚶🚶,,2015-02-23 12:42:26 -0800,"Melbourne, Aus",Melbourne
6999,569960350876979200,neutral,0.6471,,0.0,,jennijelsing,,0,@JetBlue Indeed. It was not 😉.,,2015-02-23 12:41:51 -0800,"Portland, OR",Pacific Time (US & Canada)
7000,569960010249334784,negative,1.0,Bad Flight,0.6809,,heyheyman,,0,@JetBlue We had some major plane-wide DirectTV issues yesterday. System kept being reset by crew member.,,2015-02-23 12:40:30 -0800,"Boston, MA",Eastern Time (US & Canada)
7001,569959737246109696,negative,1.0,Customer Service Issue,0.636,,krystlemark,,0,@JetBlue Not helping since there's a bunch of us trying to get off at the same time.,,2015-02-23 12:39:25 -0800,,Alaska
7002,569959406927945728,neutral,1.0,,,,kevingrout,,0,@JetBlue Need to get my 3-yr-old to Nassau (from SEA) to meet her great-granny she was named after - who just turned 103. #FlyingitForward,,2015-02-23 12:38:06 -0800,"Victoria, BC, Canada",Eastern Time (US & Canada)
7003,569959283934277633,neutral,0.7158,,,,heyheyman,,0,@JetBlue Just got the time to reply and share my thoughts in greater detail via web form.,,2015-02-23 12:37:37 -0800,"Boston, MA",Eastern Time (US & Canada)
7004,569959200891252736,neutral,0.6429,,,,DillonJaden,,2,YASSSSS. Da Fuccc- RT @JetBlue: Our fleet's on fleek. http://t.co/oAJ5mnuchA,,2015-02-23 12:37:17 -0800,WAITIN AT THE DOE,Eastern Time (US & Canada)
7005,569959122331836416,positive,1.0,,,,nickj1399,,0,@JetBlue you guys operate a world class company and for that I thank you,,2015-02-23 12:36:58 -0800,,
7006,569958895700959232,neutral,0.7084,,0.0,,ChristianJPerez,,0,“@JetBlue: Our fleet's on fleek. http://t.co/we7Pf5Ll1Y” lol!!!!!,,2015-02-23 12:36:04 -0800,,Central Time (US & Canada)
7007,569958873819279360,neutral,0.6748,,,,Frenchie_dlaz,,0,Oh wow. #sm “@JetBlue: Our fleet's on fleek. http://t.co/l0i8fnz3KU”,,2015-02-23 12:35:59 -0800,"Phoenix, AZ // NJ",Atlantic Time (Canada)
7008,569958588837285890,neutral,1.0,,,,UAKShine,,0,#Real RT @JetBlue: Our fleet's on fleek. http://t.co/ERzht75kqZ,,2015-02-23 12:34:51 -0800,Bushmansted,Quito
7009,569958349514485760,negative,1.0,Late Flight,0.6923,,krystlemark,,0,@JetBlue we haven't even gotten off the plane yet! I can't afford to miss my flight back to Boston! Ugh.,,2015-02-23 12:33:54 -0800,,Alaska
7010,569958127258497025,negative,0.6989,Can't Tell,0.3763,,nnimrodd,,0,"Sorry for unfollowing, @JetBlue","[51.54381448, -0.00116722]",2015-02-23 12:33:01 -0800,,London
7011,569957235033399297,negative,1.0,Late Flight,0.3597,,krystlemark,,0,@JetBlue We just landed in Vegas but not allowed to leave the plane just yet. Thanks for making me miss my flight at 1 pm. #fustrated,,2015-02-23 12:29:28 -0800,,Alaska
7012,569957094788624384,positive,1.0,,,,Ptesher5,,0,"@JetBlue loved the service from the staff at Newark today. 

Good service goes along way.

I appreciate your preciation  

Nj ✈️Tampa 

🔵🔵🔵",,2015-02-23 12:28:55 -0800,,Quito
7013,569956617988345856,neutral,1.0,,,,AsthmaticNympho,,3,Why lord why“@JetBlue: Our fleet's on fleek. http://t.co/nlzS1Ehnee”,,2015-02-23 12:27:01 -0800, D(MD)V ✈️ NYC ✈️ Germany,Eastern Time (US & Canada)
7014,569954824265076737,neutral,1.0,,,,OhGreat_Aldana,,0,"“@JetBlue: Our fleet's on fleek. http://t.co/pa7dCjXlzL”

C'mon fam😭😭 just. No. Ok?",,2015-02-23 12:19:54 -0800,,Eastern Time (US & Canada)
7015,569954556001566721,neutral,0.6842,,,,dslreyes,,0,@JetBlue lord...,,2015-02-23 12:18:50 -0800,"Brooklyn, NY",Pacific Time (US & Canada)
7016,569954393216454656,neutral,1.0,,,,FeelinFahad,,0,You don't have to do this “@JetBlue: Our fleet's on fleek. http://t.co/iZfofgjzUi”,,2015-02-23 12:18:11 -0800,,Mountain Time (US & Canada)
7017,569953847797530624,neutral,0.7029,,0.0,,EmilyTetreault,,0,@JetBlue when can we start Flight Booking Problems flights for November?,,2015-02-23 12:16:01 -0800,,
7018,569953507874373632,neutral,0.6632,,,,princesslynessa,,0,“@JetBlue: Our fleet's on fleek. http://t.co/cRFrwpc1Sx”😂😂😂,,2015-02-23 12:14:40 -0800,,
7019,569953259479277568,positive,0.3421,,0.0,,woodywhitehurst,,0,Don't show these to Larry Fedora. RT @JetBlue: Our fleet's on fleek. http://t.co/qqlzk2jkzR,,2015-02-23 12:13:40 -0800,Tiger Town,
7020,569953001751732225,neutral,0.6247,,0.0,,iheartileshia,,2,NO“@JetBlue: Our fleet's on fleek. http://t.co/UgFCKErmrW”,,2015-02-23 12:12:39 -0800,Joja,Quito
7021,569952664445808640,neutral,0.6838,,0.0,,Paul_Bautista,,0,“@JetBlue: Our fleet's on fleek. http://t.co/RLWBJ80mA5” r u serious,,2015-02-23 12:11:19 -0800,"Union City, CA",Pacific Time (US & Canada)
7022,569952605721337856,neutral,0.6447,,,,NerdyWonka,,1,Why we can't have nice things. RT @JetBlue: Our fleet's on fleek. http://t.co/HP9RPPCvHx,,2015-02-23 12:11:05 -0800,,Central Time (US & Canada)
7023,569952340612149250,neutral,1.0,,,,brittneythebee,,0,😂😂 RT @JetBlue: Our fleet's on fleek. http://t.co/rinzYSK6kI,,2015-02-23 12:10:01 -0800,Courtside or the 50yd Line,Quito
7024,569952252087177216,neutral,0.6837,,0.0,,WINEcoloredKISS,,0,“@JetBlue: Our fleet's on fleek. http://t.co/1incNCaV4n” - wow,,2015-02-23 12:09:40 -0800,Memphis to Alabama. ,Central Time (US & Canada)
7025,569951324508446721,positive,0.6454,,,,MizzCandy09,,0,@JetBlue lolol @s_myc88,,2015-02-23 12:05:59 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
7026,569951211471962112,positive,0.654,,,,PeterSGreenberg,,4,@JetBlue shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF,,2015-02-23 12:05:32 -0800,,Alaska
7027,569950913554620416,negative,0.6541,Can't Tell,0.3367,,AbeFroman,,18,"Just in case you needed confirmation that ""on fleek"" is dead &amp; gone. RT @JetBlue: Our fleet's on fleek. http://t.co/G4O6yX7TMJ",,2015-02-23 12:04:21 -0800,Sunny Cali by way of NYC,Pacific Time (US & Canada)
7028,569950766389182464,neutral,0.6709,,,,YoungChipotle,,0,but why RT @JetBlue: Our fleet's on fleek. http://t.co/W0HOAewhwS,,2015-02-23 12:03:46 -0800,new york,Eastern Time (US & Canada)
7029,569950567663050752,negative,0.6442,Can't Tell,0.345,,Baldeebynature,,0,@JetBlue *fights air*,,2015-02-23 12:02:59 -0800,,Atlantic Time (Canada)
7030,569950348908982273,neutral,0.3636,,0.0,,chamonille,,0,“@JetBlue: Our fleet's on fleek. http://t.co/Q16Xvwg0L6” .... I have to refrain what I want to say,,2015-02-23 12:02:07 -0800,THE ROCK - hive,Alaska
7031,569949718832398339,neutral,1.0,,,,BLMC88,,0,“@JetBlue: Our fleet's on fleek. http://t.co/dxn58rxDkS”@jameskraw see.,,2015-02-23 11:59:36 -0800,WNY,Eastern Time (US & Canada)
7032,569949588527775744,neutral,1.0,,,,NinjaNik,,6,STAHHPPP!!! RT @JetBlue: Our fleet's on fleek. http://t.co/VHFJGneOZO,,2015-02-23 11:59:05 -0800,Floating in the Pacific,Pacific Time (US & Canada)
7033,569949297220980737,negative,0.6561,Can't Tell,0.3329999999999999,,BreezyAintEZ,,0,No JetBlue… Just… no “@JetBlue: Our fleet's on fleek. http://t.co/mB3IPGs8zQ”,,2015-02-23 11:57:56 -0800,"Ft. Lauderdale-Davie, Fl",Eastern Time (US & Canada)
7034,569949217843605504,negative,0.6582,Can't Tell,0.6582,,swingkennedy,,0,"Brands: Stop this shit. No, stop. RT @JetBlue Our fleet's on fleek. http://t.co/sKEbqKtxvX",,2015-02-23 11:57:37 -0800,Kansas City/Milwaukee,Eastern Time (US & Canada)
7035,569948928864600064,neutral,0.6926,,0.0,,akaTrig,,0,Too Late Flight. RT “@JetBlue: Our fleet's on fleek. http://t.co/nJ5Ga1gds5”,,2015-02-23 11:56:28 -0800,Bawston,Eastern Time (US & Canada)
7036,569948808320315392,neutral,0.6869,,0.0,,BenDiesAtTheEnd,,1,Who did this?!?!“@JetBlue: Our fleet's on fleek. http://t.co/kHZrCCyp2A”,,2015-02-23 11:55:59 -0800,dayton ohio,Eastern Time (US & Canada)
7037,569948710370717696,negative,0.6503,Can't Tell,0.6503,,GRIFFthePIFF,,0,This shits gotta stop RT @JetBlue: Our fleet's on fleek. http://t.co/PEQ90pqMpp,,2015-02-23 11:55:36 -0800,"Poughkeepsie,NY-Manayunk,PA",Quito
7038,569948686228295681,positive,0.6556,,,,kbosspotter,,0,@JetBlue true. Maybe. Wish I had expedited security haha,,2015-02-23 11:55:30 -0800,Logan International Airport,Atlantic Time (Canada)
7039,569948353003446274,neutral,0.6404,,,,kileyywill,,0,@JetBlue i hate the internet lol,,2015-02-23 11:54:11 -0800,"Tallahassee, FL",Atlantic Time (Canada)
7040,569948345583562752,positive,0.6436,,,,DjRookieBear,,0,Why “@JetBlue: Our fleet's on fleek. http://t.co/a7NvbJ8ipx”,,2015-02-23 11:54:09 -0800,"El Paso, TX",Mountain Time (US & Canada)
7041,569948225278480384,negative,0.6455,Can't Tell,0.6455,,imavip,,0,"C'mon, this is worse than JetBae. RT @JetBlue Our fleet's on fleek. https://t.co/yZXfe7au22",,2015-02-23 11:53:40 -0800,"New York, NY | Washington, DC",Eastern Time (US & Canada)
7042,569948212607393792,neutral,1.0,,,,DarrenMcsadden,,0,Welllllll.... RT @JetBlue: Our fleet's on fleek. http://t.co/dHHomG2kiX,,2015-02-23 11:53:37 -0800,,Pacific Time (US & Canada)
7043,569948131397410816,neutral,0.6827,,,,_LadyCEO_,,0,“@JetBlue: Our fleet's on fleek. http://t.co/gHJBp5Gg67” why,,2015-02-23 11:53:18 -0800,FL Girl ✈️ DC Livin,Central Time (US & Canada)
7044,569947823426441216,neutral,1.0,,,,JohnnyAime,,0,Peak #Caucasity RT @JetBlue Our fleet's on fleek. http://t.co/cSNRPVY9b9,,2015-02-23 11:52:04 -0800,"Queens, New York",Atlantic Time (Canada)
7045,569947699471974400,negative,1.0,Can't Tell,1.0,,BuayMeetsWorld,,0,I hate you all. RT @JetBlue: Our fleet's on fleek. http://t.co/uTdfqF5WPA,,2015-02-23 11:51:35 -0800,,Central Time (US & Canada)
7046,569947618413031424,positive,0.3829999999999999,,0.0,,CantBeJohn,,0,Power Moves RT @JetBlue: Our fleet's on fleek. http://t.co/t9s68korSN,,2015-02-23 11:51:16 -0800,,Eastern Time (US & Canada)
7047,569947518655721472,negative,0.6535,Can't Tell,0.6535,,VisualQue,,0,Sir. RT @JetBlue: Our fleet's on fleek. http://t.co/F5IXyw8XyB,,2015-02-23 11:50:52 -0800,"Baltimore, Maryland",Atlantic Time (Canada)
7048,569947514633191424,negative,0.6887,Cancelled Flight,0.3757,,Austin_C_Lewis,,0,STOP THIS “@JetBlue: Our fleet's on fleek. http://t.co/Ac6zwmuOOn”,"[34.09548421, -81.20955847]",2015-02-23 11:50:51 -0800,"Columbia, SC",Eastern Time (US & Canada)
7049,569947476830101504,neutral,1.0,,,,Milkman__Dead,,0,JetBlue reading the NYTimes. “@JetBlue: Our fleet's on fleek. http://t.co/lvIrTDtqly”,,2015-02-23 11:50:42 -0800,New Yawk,Pacific Time (US & Canada)
7050,569947389383065600,negative,0.7021,Customer Service Issue,0.3723,,patricklundy,,1,"Stop the madness ""@JetBlue: Our fleet's on fleek. http://t.co/Q5a7jtkI5K”",,2015-02-23 11:50:21 -0800,,Eastern Time (US & Canada)
7051,569947367203450880,neutral,1.0,,,,yungmetropcs,,0,@JetBlue why bro,,2015-02-23 11:50:16 -0800,,Eastern Time (US & Canada)
7052,569947357787385859,neutral,0.6703,,,,MrYoungScholar,,0,“@JetBlue: Our fleet's on fleek. http://t.co/uKM4e99Dz0” lmaoooo 😂😂😂😂,,2015-02-23 11:50:13 -0800,Eternity|GOMAB,Eastern Time (US & Canada)
7053,569947356428419073,neutral,0.6501,,0.0,,TaocHoddock,,0,.@JetBlue Delete this tweet.,,2015-02-23 11:50:13 -0800,Denmark,Amsterdam
7054,569947332135018496,neutral,1.0,,,,mdattaro,,0,“@JetBlue: Our fleet's on fleek. http://t.co/y5qE9HcQzT” why.,,2015-02-23 11:50:07 -0800,"College Park, MD",Eastern Time (US & Canada)
7055,569947331241639936,neutral,0.6939,,,,kbosspotter,,0,@JetBlue well duh. My grandfather just got hired as a TSA agent and currently at PWM!,,2015-02-23 11:50:07 -0800,Logan International Airport,Atlantic Time (Canada)
7056,569947151339429889,positive,0.667,,,,iii_am_mee,,0,Lmfaooo “@JetBlue: Our fleet's on fleek. http://t.co/1G9RnmYUQe”,,2015-02-23 11:49:24 -0800,Friend Zone ,Quito
7057,569946477356818432,neutral,1.0,,,,kbosspotter,,0,@JetBlue also. My party { me and my sister and mom} are on three separate reservations. Will TSA lets us go through together or alone.,,2015-02-23 11:46:43 -0800,Logan International Airport,Atlantic Time (Canada)
7058,569946372901707776,negative,1.0,Can't Tell,1.0,,maatkare67,,0,@JetBlue @TatianaKing @thewayoftheid I feel only a few free travel vouchers will assuage my indignation.,,2015-02-23 11:46:19 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
7059,569946008840491008,neutral,1.0,,,,kbosspotter,,0,@JetBlue is there also a way I can get a printed one for my records? I keep them whenever I fly ;),,2015-02-23 11:44:52 -0800,Logan International Airport,Atlantic Time (Canada)
7060,569945451564277760,neutral,0.6754,,,,kbosspotter,,0,@JetBlue window exits give it away.,,2015-02-23 11:42:39 -0800,Logan International Airport,Atlantic Time (Canada)
7061,569945380198203392,neutral,1.0,,,,kbosspotter,,0,@JetBlue when I check in tomorrow morning for my flight on wens can I automatically add it to passbook?,,2015-02-23 11:42:22 -0800,Logan International Airport,Atlantic Time (Canada)
7062,569944919894327297,neutral,1.0,,,,kbosspotter,,0,@JetBlue .. { it's all a320's right?},,2015-02-23 11:40:32 -0800,Logan International Airport,Atlantic Time (Canada)
7063,569943785905332225,neutral,0.631,,0.0,,Pay_Olaa,,0,Who Okay'd this?!?! RT @JetBlue Our fleet's on fleek. http://t.co/knUVuOVhub,,2015-02-23 11:36:02 -0800,Gates Ave- Brooklyn,Arizona
7064,569942703494070272,positive,0.3499,,0.0,,SeanUppercut,,0,"""LOL you guys are so on it"" - me, had this been 4 months ago...“@JetBlue: Our fleet's on fleek. http://t.co/LYcARlTFHl”",,2015-02-23 11:31:44 -0800,"Detroit, MI",Quito
7065,569942253365534721,positive,1.0,,,,kelving525,,0,"@JetBlue wow, keeping up with the times...",,2015-02-23 11:29:56 -0800,,
7066,569941529902641153,neutral,0.6837,,0.0,,HalcyonFatou,,0,..... Can you not? “@JetBlue: Our fleet's on fleek. http://t.co/udPq0flIQo”,,2015-02-23 11:27:04 -0800,FL,Atlantic Time (Canada)
7067,569941344053018625,negative,1.0,Customer Service Issue,0.6645,,JeremyVCruz,,0,@JetBlue You respond to complaints about cultural appropriation with more of it!?  You're  now below Spirit Airlines on my fly list.,,2015-02-23 11:26:20 -0800,No soy de aquí ni soy de allá,Atlantic Time (Canada)
7068,569941314713726976,neutral,0.6525,,,,Youdownwith_LNV,,0,😩😩😩 “@JetBlue: Our fleet's on fleek. http://t.co/46am1BSi2G”,,2015-02-23 11:26:13 -0800,Philly,Eastern Time (US & Canada)
7069,569940998035345408,negative,0.6754,Customer Service Issue,0.3509,,krystlemark,,0,@JetBlue Not really. I have a flight to catch at 1 pm in Vegas. I'm praying I don't miss the flight!,,2015-02-23 11:24:57 -0800,,Alaska
7070,569940702425169920,neutral,0.6617,,0.0,,ohhnamrata,,0,No. RT @JetBlue Our fleet's on fleek.,,2015-02-23 11:23:47 -0800,NYC,Eastern Time (US & Canada)
7071,569940579221504001,neutral,1.0,,,,SupaDR3,,0,Really ? 😑“@JetBlue: Our fleet's on fleek. http://t.co/V5QWkYXSW6”,,2015-02-23 11:23:17 -0800,Land of the ✌️free✌️,Eastern Time (US & Canada)
7072,569940226984042496,neutral,0.6546,,0.0,,TheFootPrince,,0,@JetBlue tell the truth - this is a pic of your social media community managers isn't it? http://t.co/e2AXlqzWvh,,2015-02-23 11:21:53 -0800,NJ and NYC,Eastern Time (US & Canada)
7073,569939966584852480,negative,1.0,Can't Tell,0.6702,,ChuckDLC,,0,@JetBlue @martysg Spoke to Corp. Customer Support already.  Shame.  Probably a reasonable and cheaper resolution to be had.  Regards,,2015-02-23 11:20:51 -0800,,
7074,569939932191559680,neutral,0.3505,,0.0,,LonSoCal,,0,@JetBlue lol the fleet on fleek... i see yall ballin... new jets on deck..,,2015-02-23 11:20:43 -0800, Tally,Eastern Time (US & Canada)
7075,569939924964630528,neutral,1.0,,,,SuziCharmichael,,0,“@JetBlue: Our fleet's on fleek. http://t.co/jm4GeyXbY5”LOL,,2015-02-23 11:20:41 -0800,,Eastern Time (US & Canada)
7076,569939614175248384,negative,1.0,Late Flight,0.6709,,Blacknificence,,0,We didn't need this. RT @JetBlue: Our fleet's on fleek. http://t.co/cpZB285o71,,2015-02-23 11:19:27 -0800,Vuhginyah ,Central Time (US & Canada)
7077,569939611650166785,positive,1.0,,,,bostongarden,,0,I always look forward to JB RT @JetBlue: @bostongarden :) Looking forward to welcoming you onboard! 💙,,2015-02-23 11:19:27 -0800,"Boston, Austin, Kansas City ",Eastern Time (US & Canada)
7078,569939532096925697,neutral,1.0,,,,SkeezeeWonder,,0,BLOCK ME BIKE RT @JetBlue: Our fleet's on fleek. http://t.co/2z3hGqPRSG,,2015-02-23 11:19:08 -0800,From Capitol Heights With Love,Eastern Time (US & Canada)
7079,569939494465462272,negative,1.0,Late Flight,1.0,,TheRealOx,,0,@JetBlue any info on why flight 704 from SJU to JFK is already delayed 2 1/2 hours?,,2015-02-23 11:18:59 -0800,,Eastern Time (US & Canada)
7080,569939458965032963,neutral,0.6709,,0.0,,JsLife23,,0,"@JetBlue Awww man...but I need to buy this ticket today and be home the 1st of March

Where do I go for this...or can you assist me ?",,2015-02-23 11:18:50 -0800,,
7081,569939281084583937,negative,0.3598,Can't Tell,0.3598,,khanman96,,0,“@JetBlue: Our fleet's on fleek. http://t.co/vw2v8GVnGq” 😐😑,,2015-02-23 11:18:08 -0800,The Friendzone,
7082,569939265154617344,neutral,1.0,,,,RascoePattie,,0,@JetBlue which type plane is flt 1065 from bos to rsw?,,2015-02-23 11:18:04 -0800,,
7083,569939057247023104,neutral,0.6667,,0.0,,Russ_FTW,,1,😕 RT @JetBlue: Our fleet's on fleek. http://t.co/4KH92mKoTZ,,2015-02-23 11:17:14 -0800,"kingston, jamaica ",Central Time (US & Canada)
7084,569938880495026176,positive,0.7124,,,,JsLife23,,0,@JetBlue toss this ticket...it's great PR and I'm sure every college student following me will be willing to rock out wit too 👀👀,,2015-02-23 11:16:32 -0800,,
7085,569938848156930050,neutral,1.0,,,,findyaedges,,0,You know what ... RT “@JetBlue: Our fleet's on fleek. http://t.co/WJYAs2D94n”,,2015-02-23 11:16:25 -0800,ON. ,Central Time (US & Canada)
7086,569938845111848961,neutral,0.6495,,0.0,,twiterston,,0,Please explain …….. “@JetBlue: Our fleet's on fleek. http://t.co/vOsIzh17sl”,,2015-02-23 11:16:24 -0800,1 of the 50,Central Time (US & Canada)
7087,569938796986433537,negative,1.0,Can't Tell,0.6908,,RissaMaeLynn,,0,@JetBlue I'm sick of y'all.,,2015-02-23 11:16:12 -0800,oh so magical.,Bangkok
7088,569938767860994048,neutral,0.6591,,0.0,,miss_smiley10,,0,"😒 ""@JetBlue: Our fleet's on fleek. http://t.co/K66SRFnw77”",,2015-02-23 11:16:05 -0800,Washington D.C. / Chicago,Eastern Time (US & Canada)
7089,569938559836299264,neutral,1.0,,,,RBS2,,0,“@JetBlue: Our fleet's on fleek. http://t.co/XASPqDsqhE”,,2015-02-23 11:15:16 -0800,"ÜT: 33.464681,-84.173362",Eastern Time (US & Canada)
7090,569938470824574976,positive,1.0,,,,DivineMinded,,0,“@JetBlue: Our fleet's on fleek. http://t.co/3kVkd8yRxa” + lol wow,,2015-02-23 11:14:55 -0800,Raising Through 7,Eastern Time (US & Canada)
7091,569938450633388032,neutral,1.0,,,,mcmahon0074,,0,@JetBlue with 3 kids and 11 days 340 + doesn't work and it's months in advance,,2015-02-23 11:14:50 -0800,some where in massachusetts ,
7092,569938303694319616,neutral,0.6907,,,,MelechT,,4,*On the brink of bankruptcy. “@JetBlue: Our fleet's on fleek. http://t.co/01ldxn3QqQ”,,2015-02-23 11:14:15 -0800,DMV,Central Time (US & Canada)
7093,569938090510454784,neutral,0.6637,,0.0,,JsLife23,,0,"@JetBlue ....you haven't got me just yet

Can a 1 way LAX-NYC cost me under 190?",,2015-02-23 11:13:24 -0800,,
